LoanAmount,City,State,Zip,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,DaysApprovedSinceMay1st
11100.0,Albuquerque,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-27,"BOKF, National Association",NM-01,26
11100.0,BERNALILLO,NM,87004,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-06-01,Mountain America FCU,NM-03,61
11100.0,ARROYO SECO,NM,87514,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,1.0,2020-06-30,Centinel Bank of Taos,NM-03,90
11100.0,SILVER CITY,NM,88061,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,First American Bank,NM-02,13
11100.0,PORTALES,NM,88130,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,6.0,2020-04-30,New Mexico Bank & Trust,NM-03,29
11100.0,Corrales,NM,87048,Corporation,Unanswered,Male Owned,Unanswered,N,1.0,2020-04-30,US Eagle FCU,NM-03,29
11100.0,ALBUQUERQUE,NM,87109,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-01,New Mexico Bank & Trust,NM-01,30
11095.0,Espanola,NM,87532,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-27,"Washington Federal Bank, National Association",NM-03,26
11090.0,ALBUQUERQUE,NM,87120,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,Nusenda FCU,NM-01,29
11088.12,HOBBS,NM,88240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-28,Pioneer Bank,NM-02,27
11087.5,Albuquerque,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,Sandia Laboratory FCU,NM-01,30
11076.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-08-06,Nusenda FCU,NM-03,127
11074.87,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-03,28
11074.8,Albuquerque,NM,87123,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-30,Celtic Bank Corporation,NM-01,29
11070.0,ALBUQUERQUE,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-08,"Wells Fargo Bank, National Association",NM-01,37
11070.0,VADO,NM,88072,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-19,Intuit Financing Inc.,NM-02,48
11069.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
11063.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-05-01,"Bank of America, National Association",NM-02,30
11062.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Bank of America, National Association",NM-01,32
11061.53,Silver City,NM,88061,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-04-28,"Washington Federal Bank, National Association",NM-02,27
11057.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-04,"Bank of America, National Association",NM-03,33
11055.0,FARMINGTON,NM,87402,Limited  Liability Company(LLC),White,Male Owned,Veteran,N,6.0,2020-04-28,Lincoln Savings Bank,NM-03,27
11052.11,Hobbs,NM,88240,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-05-07,"Kabbage, Inc.",NM-02,36
11050.0,ALBUQUERQUE,NM,87123,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-05-03,Cross River Bank,NM-01,32
11044.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,Nusenda FCU,NM-01,27
11044.0,PLACITAS,NM,87043,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Nusenda FCU,NM-01,27
11043.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,3.0,2020-07-20,Nusenda FCU,NM-03,110
11041.0,Rio Rancho,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-26,Accion,NM-03,55
11040.0,FARMINGTON,NM,87401,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-10,Four Corners Community Bank,NM-03,9
11040.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,American Partners FCU,NM-01,27
11040.0,SILVER CITY,NM,88061,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-02,"Wells Fargo Bank, National Association",NM-02,31
11038.0,Albuquerque,NM,87123,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,2.0,2020-08-08,"Kabbage, Inc.",NM-01,129
11037.0,ALBUQUERQUE,NM,87110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,2020-05-14,"Wells Fargo Bank, National Association",NM-01,43
11035.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-05-03,"U.S. Bank, National Association",NM-03,32
11032.5,SANTA FE,NM,87505,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-08,State Empl CU,NM-03,37
11032.0,LAS CRUCES,NM,88011,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2.0,2020-04-09,Citizens Bank of Las Cruces,NM-02,8
11027.5,SANTA FE,NM,87507,Corporation,Hispanic,Male Owned,Unanswered,N,3.0,2020-04-28,Community 1st Bank Las Vegas,NM-03,27
11023.13,LAS CRUCES,NM,88005,Partnership,Unanswered,Unanswered,Unanswered,N,4.0,2020-06-10,FirstLight FCU,NM-02,70
11012.0,Las Cruces,NM,88005,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-19,"Kabbage, Inc.",NM-02,79
11008.0,SANTA FE,NM,87507,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-22,Nusenda FCU,NM-03,82
11005.0,GRADY,NM,88120,Corporation,White,Male Owned,Non-Veteran,N,2.0,2020-04-28,The Citizens Bank of Clovis,NM-03,27
11002.0,ALBUQUERQUE,NM,87123,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,"Wells Fargo Bank, National Association",NM-01,29
11001.88,Albuquerque,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-01,Celtic Bank Corporation,NM-01,30
11000.0,ALBUQUERQUE,NM,87106,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,University FCU,NM-01,27
11000.0,LOVINGTON,NM,88260,Corporation,Unanswered,Male Owned,Non-Veteran,N,1.0,2020-04-11,Lea County State Bank,NM-02,10
11000.0,ALBUQUERQUE,NM,87108,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
11000.0,Albuquerque,NM,87109,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,1.0,2020-04-27,US Eagle FCU,NM-01,26
11000.0,ALBUQUERQUE,NM,87106,Corporation,White,Male Owned,Non-Veteran,N,1.0,2020-08-07,New Mexico Bank & Trust,NM-01,128
11000.0,CARLSBAD,NM,88220,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,N,3.0,2020-04-27,Western Commerce Bank,NM-02,26
11000.0,CLOVIS,NM,88101,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,2020-04-14,Western Bank of Clovis,NM-03,13
11000.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,"UMB Bank, National Association",NM-01,29
11000.0,Santa Fe,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-14,Nusenda FCU,NM-03,13
11000.0,LOS ALAMOS,NM,87544,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
11000.0,LOS ALAMOS,NM,87544,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
11000.0,LAS CRUCES,NM,88011,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-30,City Bank,NM-02,29
11000.0,RUIDOSO,NM,88345,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,Pioneer Bank,NM-02,13
11000.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,Cross River Bank,NM-03,32
11000.0,HOBBS,NM,88240,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,1.0,2020-05-01,First Western Federal Savings Bank,NM-02,30
11000.0,Truth or Consequences,NM,87901,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,Bank of the Southwest,NM-02,27
11000.0,LOGAN,NM,88426,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,2.0,2020-04-09,AimBank,NM-03,8
10999.58,ARTESIA,NM,88210,Sole Proprietorship,Unanswered,Female Owned,Unanswered,N,1.0,2020-04-13,"Western Bank, Artesia, New Mexico",NM-02,12
10998.0,CLOVIS,NM,88101,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-06,"Wells Fargo Bank, National Association",NM-03,35
10995.0,ALBUQUERQUE,NM,87109,Partnership,Asian,Male Owned,Non-Veteran,N,0.0,2020-06-24,"Wells Fargo Bank, National Association",NM-01,84
10991.0,ALBUQUERQUE,NM,87114,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-08-06,"Kabbage, Inc.",NM-01,127
10984.79,Las Cruces,NM,88007,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,First New Mexico Bank,NM-02,27
10983.66,RATON,NM,87740,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-28,"Washington Federal Bank, National Association",NM-03,27
10982.5,ANTHONY,NM,88021,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,GECU,NM-02,29
10981.3,RIBERA,NM,87560,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,2020-04-30,Southwest Capital Bank,NM-03,29
10980.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-01,"Bank of America, National Association",NM-01,30
10977.0,Albuquerque,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-27,Accion,NM-01,26
10964.0,EUNICE,NM,88231,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-02,32
10959.0,ALBUQUERQUE,NM,87105,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,Nusenda FCU,NM-01,29
10957.5,Albuquerque,NM,87120,Corporation,Unanswered,Male Owned,Non-Veteran,N,2.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
10954.39,DEMING,NM,88030,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-07,First New Mexico Bank,NM-02,6
10952.0,CLOVIS,NM,88101,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-02,"Wells Fargo Bank, National Association",NM-03,31
10951.0,ALBUQUERQUE,NM,87113,Corporation,Unanswered,Female Owned,Non-Veteran,N,4.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
10945.0,HOBBS,NM,88242,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,Pioneer Bank,NM-02,30
10940.0,MOUNTAINAIR,NM,87036,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2.0,2020-05-08,United Business Bank,NM-01,37
10938.0,ALBUQUERQUE,NM,87110,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
10930.0,TAOS,NM,87571,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-29,"U.S. Bank, National Association",NM-03,28
10930.0,SANTA FE,NM,87504,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-06-26,State Empl CU,NM-03,86
10928.0,LAS CRUCES,NM,88005,Independent Contractors,Unanswered,Female Owned,Unanswered,N,1.0,2020-04-28,Citizens Bank of Las Cruces,NM-02,27
10925.0,LOS ALAMOS,NM,87544,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-26,"U.S. Bank, National Association",NM-03,55
10917.0,Albuquerque,NM,87114,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-08,WebBank,NM-01,37
10915.0,CORRALES,NM,87048,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-29,Nusenda FCU,NM-03,28
10912.0,LAS CRUCES,NM,88011,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-21,"Kabbage, Inc.",NM-02,50
10907.5,Las Cruces,NM,88011,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,3.0,2020-04-27,First New Mexico Bank Las Cruces,NM-02,26
10907.0,RIO RANCHO,NM,87144,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
10906.0,TIJERAS,NM,87059,Partnership,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-12,"Wells Fargo Bank, National Association",NM-01,41
10900.0,Los Alamos,NM,87544,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-22,Enterprise Bank & Trust,NM-03,51
10900.0,Moriarty,NM,87035,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,3.0,2020-04-10,US Eagle FCU,NM-01,9
10900.0,ALBUQUERQUE,NM,87109,Corporation,Unanswered,Male Owned,Unanswered,N,1.0,2020-05-06,"BOKF, National Association",NM-01,35
10900.0,ALBUQUERQUE,NM,87112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-07-15,"BOKF, National Association",NM-01,105
10900.0,SANTA FE,NM,87501,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
10900.0,CARLSBAD,NM,88220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-13,First American Bank,NM-02,12
10900.0,SANTA FE,NM,87508,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
10900.0,HOBBS,NM,88240,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-12,Lea County State Bank,NM-02,41
10900.0,LOVINGTON,NM,88260,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,N,3.0,2020-04-14,Western Commerce Bank,NM-02,13
10900.0,ALAMOGORDO,NM,88310,Corporation,Hispanic,Female Owned,Non-Veteran,N,3.0,2020-04-14,Bank 34,NM-02,13
10900.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-14,First American Bank,NM-02,13
10900.0,TAOS,NM,87571,Corporation,White,Unanswered,Unanswered,N,4.0,2020-04-07,Centinel Bank of Taos,NM-03,6
10900.0,Albuquerque,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-06-16,Accion,NM-01,76
10900.0,"Las Cruces,",NM,88005,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,Bank of the Southwest,NM-02,29
10900.0,Taos,NM,87571,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-30,Farmers Insurance Group FCU,NM-03,29
10900.0,PLAYAS,NM,88009,Subchapter S Corporation,White,Male Owned,Unanswered,N,2.0,2020-04-15,First Savings Bank,NM-02,14
10900.0,ALBUQUERQUE,NM,87120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-19,First American Bank,NM-01,48
10900.0,LOS ALAMOS,NM,87544,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
10900.0,RUIDOSO,NM,88345,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,N,2.0,2020-04-15,First Savings Bank,NM-02,14
10899.0,PORTALES,NM,88130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-07-16,"Wells Fargo Bank, National Association",NM-03,106
10893.75,Truth or Consequences,NM,87901,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,7.0,2020-06-16,Celtic Bank Corporation,NM-02,76
10884.0,SANTA FE,NM,87506,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-26,"U.S. Bank, National Association",NM-03,55
10882.0,ALBUQUERQUE,NM,87105,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
10880.0,LAS CRUCES,NM,88001,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-16,Bank of the West,NM-02,15
10875.82,Taos,NM,87571,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-06-16,Celtic Bank Corporation,NM-03,76
10874.0,ALBUQUERQUE,NM,87102,Partnership,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
10871.0,ROSWELL,NM,88201,Corporation,Unanswered,Male Owned,Non-Veteran,N,0.0,2020-05-07,"Wells Fargo Bank, National Association",NM-02,36
10870.0,LAS CRUCES,NM,88011,Independent Contractors,Unanswered,Female Owned,Unanswered,N,1.0,2020-04-28,Citizens Bank of Las Cruces,NM-02,27
10866.0,ALBUQUERQUE,NM,87114,Corporation,Unanswered,Female Owned,Unanswered,N,3.0,2020-04-15,Accion,NM-01,14
10860.0,LOS LUNAS,NM,87031,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-07,"Wells Fargo Bank, National Association",NM-02,36
10858.33,ALBUQUERQUE,NM,87107,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-07-16,"TBK Bank, SSB",NM-01,106
10856.65,Albuquerque,NM,87107,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,2.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
10853.0,ALBUQUERQUE,NM,87112,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,Accion,NM-01,27
10851.0,EL PRADO,NM,87529,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-06-29,Nusenda FCU,NM-03,89
10848.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-01,32
10845.0,Abuquerque,NM,87123,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-06-24,"Kabbage, Inc.",NM-01,84
10841.0,MADRID,NM,87010,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-16,"U.S. Bank, National Association",NM-03,15
10838.0,Rio Rancho,NM,87124,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Cross River Bank,NM-03,27
10836.42,Albuquerque,NM,87111,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
10835.82,ANTHONY,NM,88021,Independent Contractors,Unanswered,Male Owned,Unanswered,N,1.0,2020-04-27,Citizens Bank of Las Cruces,NM-02,26
10835.0,Sapello,NM,87745,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-27,Everyone's FCU,NM-03,26
10833.33,Santa Fe,NM,87508,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-27,"Washington Federal Bank, National Association",NM-03,26
10833.0,ALBUQUERQUE,NM,87120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-14,"Wells Fargo Bank, National Association",NM-01,43
10832.5,Edgewood,NM,87015,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,1.0,2020-04-28,Sandia Laboratory FCU,NM-03,27
10832.0,LAS CRUCES,NM,88007,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-06-22,Citizens Bank of Las Cruces,NM-02,82
10832.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Male Owned,Non-Veteran,N,0.0,2020-05-02,BBVA USA,NM-01,31
10825.0,RED RIVER,NM,87558,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-30,Cross River Bank,NM-03,29
10823.0,ALBUQUERQUE,NM,87105,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-27,"U.S. Bank, National Association",NM-01,26
10821.0,BELEN,NM,87002,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-06-04,"Wells Fargo Bank, National Association",NM-02,64
10817.0,CORRALES,NM,87048,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-12,Southwest Capital Bank,NM-03,41
10811.0,SPRINGER,NM,87747,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,2020-04-28,InBank,NM-03,27
10810.0,SANTA FE,NM,87507,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,Cross River Bank,NM-03,32
10808.65,ESPANOLA,NM,87532,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,2020-04-29,Century Bank,NM-03,28
10805.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-05-20,Intuit Financing Inc.,NM-01,49
10800.0,CHAPARRAL,NM,88081,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-15,First American Bank,NM-02,14
10800.0,SANTA FE,NM,87501,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
10800.0,ALAMOGORDO,NM,88310,Corporation,White,Unanswered,Unanswered,N,2.0,2020-04-15,First National Bank,NM-02,14
10800.0,SANTA TERESA,NM,88008,Sole Proprietorship,White,Male Owned,Non-Veteran,N,3.0,2020-04-29,WestStar Bank,NM-02,28
10800.0,ROSWELL,NM,88203,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-11,First American Bank,NM-02,10
10800.0,ARTESIA,NM,88210,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-11,First American Bank,NM-02,10
10800.0,SANTA FE,NM,87502,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-07,Enterprise Bank & Trust,NM-03,36
10800.0,SANTA FE,NM,87508,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-07-16,"BOKF, National Association",NM-03,106
10800.0,SANTA FE,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-12,Enterprise Bank & Trust,NM-03,41
10800.0,RATON,NM,87740,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,7.0,2020-04-13,AimBank,NM-03,12
10800.0,MAXWELL,NM,87728,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-06,AimBank,NM-03,5
10800.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-06-04,BBVA USA,NM-01,64
10800.0,SANTA FE,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-08,Nusenda FCU,NM-03,7
10800.0,CLIFF,NM,88028,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-15,First American Bank,NM-02,14
10800.0,RUIDOSO,NM,88345,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-09,City Bank,NM-02,8
10793.0,ALBUQUERQUE,NM,87108,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-28,Nusenda FCU,NM-01,27
10790.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-15,"U.S. Bank, National Association",NM-01,14
10789.0,LAS CRUCES,NM,88005,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-28,Citizens Bank of Las Cruces,NM-02,27
10785.0,BELEN,NM,87002,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-12,United Business Bank,NM-02,11
10780.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-06-08,"Bank of America, National Association",NM-03,68
10775.0,Tijeras,NM,87059,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,N,1.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
10762.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,"Bank of America, National Association",NM-01,32
10757.0,Roswell,NM,88203,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-01,WebBank,NM-02,30
10755.0,ALBUQUERQUE,NM,87110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-06-11,"U.S. Bank, National Association",NM-01,71
10750.0,Hondo,NM,88336,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-16,WebBank,NM-02,15
10750.0,LAS CRUCES,NM,88011,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-08,Citizens Bank of Las Cruces,NM-02,37
10740.0,Lovington,NM,88260,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-07-23,"Kabbage, Inc.",NM-02,113
10738.0,Corrales,NM,87048,Independent Contractors,Unanswered,Unanswered,Unanswered,N,1.0,2020-07-21,"Kabbage, Inc.",NM-03,111
10729.0,PLACITAS,NM,87043,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-04,"Wells Fargo Bank, National Association",NM-01,33
10727.05,CLOVIS,NM,88101,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,American Heritage Bank,NM-03,13
10721.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
10719.0,ALBUQUERQUE,NM,87112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-28,Nusenda FCU,NM-01,57
10719.0,HOBBS,NM,88240,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,1.0,2020-07-28,Western Commerce Bank,NM-02,118
10717.0,LAS CRUCES,NM,88001,Partnership,Unanswered,Unanswered,Unanswered,N,6.0,2020-06-03,Intuit Financing Inc.,NM-02,63
