rowid,consumption,income,floor_area,property_age,tenure,bedrooms,property_type,region,country,adults
773,13842.969982176,45877.6402838711,151 to 200,1984 to 1992,Unknown,4,purpose built flat,North East,England,1
774,10195.2222459328,16569.1356676866,50 or less,1919 to 1944,Unknown,7,end terrace,North West,England,3
775,18595.5983951655,42744.6619408314,50 or less,1965 to 1983,Privately rented,6,end terrace,South East,England,2
776,13285.0578892898,28717.8952813132,201 to 250,Pre 1919,Owner-occupied,5,purpose built flat,London,England,2
777,15436.9858283929,33779.8107068763,Over 250,1965 to 1983,Unknown,5,end terrace,North West,England,2
778,16169.3038823376,29331.0822588209,50 or less,1919 to 1944,Privately rented,6,converted flat,South East,England,4
779,10087.4890991221,30971.5658070283,50 or less,1945 to 1964,Owner-occupied,4,purpose built flat,South West,England,4
780,14206.4268518867,33882.4088454691,201 to 250,1965 to 1983,Privately rented,6,unknown,York and Humber,England,3
781,13670.8418618997,12655.2471268692,201 to 250,Pre 1919,Unknown,6,mid terraced,West Midlands,England,2
782,17590.4134034802,44306.2482189643,50 or less,Post 1999,Council/Housing Association,4,end terrace,York and Humber,England,4
783,9314.2507054884,29639.2396032209,Over 250,Pre 1919,Council/Housing Association,5,purpose built flat,North East,England,2
784,9456.27236434535,19248.0062583993,201 to 250,1945 to 1964,Owner-occupied,5,purpose built flat,North East,England,2
785,17980.051816344,26420.8147368741,151 to 200,1919 to 1944,Council/Housing Association,5,converted flat,South East,England,1
786,12109.8970207266,,Over 250,1984 to 1992,Council/Housing Association,5,purpose built flat,North West,England,5 or more
787,11795.6979186019,15828.1902300359,201 to 250,1919 to 1944,Unknown,5,mid terraced,South East,England,3
788,15151.6237921595,35223.8228162267,50 or less,1965 to 1983,Council/Housing Association,5,end terrace,North West,England,4
789,13270.5958978889,46135.811508132,50 or less,1945 to 1964,Council/Housing Association,3,bungalow,North East,England,2
790,22750.7292528294,43215.8963640652,51 to 100,Post 1999,Council/Housing Association,4,mid terraced,Unknown,Unknown,1
791,15786.6745880442,39492.1010145547,Over 250,1984 to 1992,Council/Housing Association,6,end terrace,London,England,2
792,15360.9157407857,20273.9725280359,151 to 200,1945 to 1964,Privately rented,6,detached,North East,England,2
793,18698.683425171,23031.422257093,Over 250,1965 to 1983,Privately rented,6,end terrace,York and Humber,England,4
794,14398.6233855569,24814.4050535823,151 to 200,1984 to 1992,Unknown,5,bungalow,North West,England,3
795,14872.6825180806,40406.9496492064,151 to 200,Pre 1919,Unknown,7,detached,South West,England,2
796,10009.1303753556,20607.6115874623,51 to 100,1984 to 1992,Privately rented,4,mid terraced,South West,England,1
797,4717.40613962586,28901.7242652343,50 or less,1993 to 1999,Owner-occupied,5,bungalow,South West,England,2
798,9427.10391333214,26261.9958522568,51 to 100,Pre 1919,Privately rented,4,purpose built flat,York and Humber,England,3
799,15154.3692037857,37527.2837894277,201 to 250,1919 to 1944,Council/Housing Association,6,semi-detached,York and Humber,England,5 or more
800,10178.9473831227,19330.0974717155,101 to 150,1919 to 1944,Council/Housing Association,5,bungalow,East of England,England,2
801,17645.661242243,27514.7900714765,Over 250,1919 to 1944,Privately rented,6,unknown,South West,England,4
802,17805.8288193773,35571.6173484142,50 or less,1965 to 1983,Unknown,5,end terrace,London,England,4
803,15603.7096781662,32429.959996892,201 to 250,1984 to 1992,Privately rented,7,end terrace,York and Humber,England,2
804,13784.4256098032,15865.7653443972,50 or less,1945 to 1964,Owner-occupied,5,purpose built flat,North West,England,5 or more
805,8740.94368880206,32653.4419611672,Over 250,Pre 1919,Unknown,5,converted flat,West Midlands,England,2
806,13321.1591842109,13903.4625432043,50 or less,1965 to 1983,Privately rented,8,semi-detached,North East,England,5 or more
807,12698.5308436944,27640.9409945284,Over 250,1984 to 1992,Unknown,5,end terrace,North East,England,5 or more
808,17534.1125464768,36795.784532063,Over 250,1945 to 1964,Unknown,4,purpose built flat,North West,England,5 or more
809,20332.8051278287,32468.3809061704,50 or less,Pre 1919,Council/Housing Association,7,semi-detached,London,England,2
810,16831.1164248576,22461.865598097,51 to 100,1993 to 1999,Privately rented,6,end terrace,West Midlands,England,2
811,9768.42459907907,24914.7959030908,51 to 100,1984 to 1992,Council/Housing Association,5,bungalow,Unknown,Unknown,2
812,21905.0544388997,39546.4333710033,Over 250,1984 to 1992,Owner-occupied,6,purpose built flat,North West,England,4
813,19041.4583061485,29121.3343465226,51 to 100,1945 to 1964,Owner-occupied,5,mid terraced,South West,England,4
814,15631.1616106833,21714.0332814561,201 to 250,Post 1999,Unknown,6,purpose built flat,South West,England,5 or more
815,5093.05682323205,12872.6212892337,50 or less,1945 to 1964,Council/Housing Association,4,end terrace,East of England,England,5 or more
816,10523.3438883051,24439.9103649125,51 to 100,1993 to 1999,Unknown,4,converted flat,North East,England,1
817,14363.1986535219,28930.3132949068,50 or less,1965 to 1983,Council/Housing Association,4,end terrace,South West,England,1
818,17959.5822906456,49976.32615468,151 to 200,1945 to 1964,Council/Housing Association,6,end terrace,West Midlands,England,5 or more
819,9546.59407950245,16400.5219146039,50 or less,Post 1999,Council/Housing Association,4,bungalow,London,England,5 or more
820,28583.9781101382,50711.4835250436,Over 250,1919 to 1944,Privately rented,5,mid terraced,West Midlands,England,2
821,3587.53699353171,18659.9272729627,Over 250,1919 to 1944,Council/Housing Association,4,purpose built flat,York and Humber,England,1
822,13639.3176105667,33316.5221764017,Over 250,1984 to 1992,Unknown,4,purpose built flat,York and Humber,England,2
823,13536.3292637649,26141.1304125545,Over 250,1965 to 1983,Unknown,6,end terrace,London,England,5 or more
824,11786.1647356221,38132.384274286,151 to 200,1945 to 1964,Council/Housing Association,4,end terrace,East of England,England,4
825,13279.0863003752,16165.3198926897,50 or less,Post 1999,Council/Housing Association,5,bungalow,North West,England,2
826,17879.6447587873,38059.1854787607,50 or less,Post 1999,Unknown,4,detached,York and Humber,England,2
827,10868.5495806594,29967.6857288739,50 or less,1945 to 1964,Privately rented,5,unknown,North East,England,2
828,5630.23030016561,34448.1877062756,50 or less,1945 to 1964,Owner-occupied,3,bungalow,West Midlands,England,2
829,15067.1307909535,31754.8804467415,50 or less,1965 to 1983,Unknown,5,semi-detached,South East,England,2
830,14651.9258973671,38092.2363322409,201 to 250,1965 to 1983,Privately rented,4,purpose built flat,North West,England,1
831,14605.3102716554,37134.3173721972,50 or less,1965 to 1983,Owner-occupied,4,end terrace,North West,England,5 or more
832,17556.3908310003,30251.1686475484,50 or less,1919 to 1944,Privately rented,4,end terrace,West Midlands,England,2
833,14605.1320978838,32615.4980369967,Over 250,1919 to 1944,Privately rented,6,unknown,York and Humber,England,3
834,18023.2243986895,35515.1242874545,51 to 100,Post 1999,Council/Housing Association,5,end terrace,South West,England,5 or more
835,5943.07565674221,35350.6858592735,151 to 200,Pre 1919,Council/Housing Association,4,end terrace,East Midlands,England,5 or more
836,9767.93292714328,1e+06,201 to 250,1945 to 1964,Owner-occupied,3,converted flat,South West,England,1
837,16171.0187690161,37659.0546892155,201 to 250,Pre 1919,Council/Housing Association,6,mid terraced,East of England,England,2
838,13129.2158771019,53865.7554971183,51 to 100,1919 to 1944,Owner-occupied,3,end terrace,East of England,England,1
839,18756.9540330505,41375.0711852348,Over 250,1984 to 1992,Unknown,5,converted flat,Wales,Wales,4
840,10303.9095356835,32561.1001312732,151 to 200,1965 to 1983,Owner-occupied,4,converted flat,East of England,England,2
841,17799.2801446991,41513.8966206809,51 to 100,1919 to 1944,Owner-occupied,6,converted flat,East Midlands,England,5 or more
842,11760.100867893,45077.7356136834,51 to 100,1965 to 1983,Owner-occupied,5,purpose built flat,West Midlands,England,4
843,9835.12130491216,37698.0460101815,51 to 100,1993 to 1999,Owner-occupied,6,semi-detached,North West,England,4
844,13172.8570995296,35156.1268872761,201 to 250,1993 to 1999,Privately rented,4,purpose built flat,North West,England,2
845,14877.7633201286,27953.2988655223,Over 250,Pre 1919,Unknown,5,detached,East Midlands,England,2
846,9338.63995886483,31556.4508573655,50 or less,Pre 1919,Unknown,4,bungalow,South West,England,1
847,11349.2859369454,31519.619057448,101 to 150,Pre 1919,Unknown,4,purpose built flat,East Midlands,England,2
848,9255.57444745443,10965.7348828291,50 or less,1984 to 1992,Privately rented,4,mid terraced,York and Humber,England,2
849,19070.5394952808,23376.7301276202,Over 250,Pre 1919,Council/Housing Association,6,converted flat,North East,England,3
850,17796.4396053679,19759.5404285973,201 to 250,1965 to 1983,Owner-occupied,3,converted flat,South East,England,2
851,10184.3787792054,42278.9366978367,50 or less,1984 to 1992,Owner-occupied,4,mid terraced,East of England,England,2
852,17078.6904988639,41614.7696211626,51 to 100,1965 to 1983,Council/Housing Association,7,detached,North East,England,5 or more
853,13552.9147816938,10381.7611226029,101 to 150,1945 to 1964,Owner-occupied,4,purpose built flat,South East,England,3
854,9832.72164871532,33073.4786974668,Over 250,Post 1999,Council/Housing Association,3,end terrace,North West,England,4
855,16486.2418797739,35845.2638376251,Over 250,Post 1999,Unknown,5,end terrace,North East,England,4
856,13260.5566274273,29680.0354500181,101 to 150,1965 to 1983,Owner-occupied,4,purpose built flat,North East,England,4
857,18474.8605530186,30242.9845754942,50 or less,1965 to 1983,Owner-occupied,6,purpose built flat,North East,England,2
858,13815.8933382479,20754.1495706734,50 or less,1965 to 1983,Unknown,7,converted flat,York and Humber,England,4
859,19809.3398672476,46586.4060616946,101 to 150,1945 to 1964,Unknown,6,end terrace,East Midlands,England,4
860,12450.7056738768,25883.2965542286,201 to 250,1984 to 1992,Unknown,3,purpose built flat,London,England,2
861,15610.8849351706,33151.7467539683,151 to 200,Pre 1919,Council/Housing Association,6,detached,South East,England,5 or more
862,16264.785156619,40520.9618443408,Over 250,1993 to 1999,Owner-occupied,6,unknown,East of England,England,2
863,15869.0211071174,39645.8427339249,101 to 150,Post 1999,Council/Housing Association,5,mid terraced,East Midlands,England,2
864,15536.8123341082,30635.2121078266,201 to 250,Post 1999,Privately rented,4,converted flat,South East,England,2
865,14603.6014154746,,151 to 200,1965 to 1983,Owner-occupied,5,end terrace,East Midlands,England,3
866,14264.9174699757,35491.4216854518,Over 250,Post 1999,Privately rented,6,purpose built flat,York and Humber,England,5 or more
867,20579.1939678081,28255.6973012943,151 to 200,Pre 1919,Owner-occupied,7,detached,West Midlands,England,5 or more
868,18596.2570949564,40189.5407933891,101 to 150,1919 to 1944,Privately rented,5,detached,East of England,England,4
869,12017.9665446818,32474.509951433,51 to 100,1945 to 1964,Unknown,5,detached,Wales,Wales,2
870,20713.8539121371,41752.7380388335,Over 250,Post 1999,Owner-occupied,4,mid terraced,Wales,Wales,2
871,15287.5774250525,31473.4263183459,Over 250,1919 to 1944,Unknown,3,unknown,London,England,2
872,11884.8136699923,14593.0796472683,51 to 100,1919 to 1944,Privately rented,4,mid terraced,York and Humber,England,3
873,15394.6818249795,15410.8518049473,Over 250,1919 to 1944,Owner-occupied,6,purpose built flat,South West,England,4
874,13980.3439282415,20704.271825773,50 or less,1945 to 1964,Privately rented,5,mid terraced,York and Humber,England,5 or more
875,15097.7828548668,37306.0751786004,50 or less,1984 to 1992,Council/Housing Association,3,purpose built flat,York and Humber,England,3
876,10441.6700832495,27880.3411672101,51 to 100,1965 to 1983,Owner-occupied,6,mid terraced,North West,England,2
877,11107.8300248843,23093.5158459555,51 to 100,1984 to 1992,Unknown,6,bungalow,York and Humber,England,2
878,20568.1029500008,31953.4613519318,201 to 250,Post 1999,Privately rented,5,end terrace,South East,England,5 or more
879,18830.1164676744,42712.6129460011,Over 250,1919 to 1944,Owner-occupied,6,mid terraced,East of England,England,2
880,10826.8175231028,14622.6495564173,50 or less,Post 1999,Privately rented,3,purpose built flat,West Midlands,England,2
881,10758.2679189248,36613.3141898035,50 or less,1984 to 1992,Council/Housing Association,3,unknown,West Midlands,England,5 or more
882,22130.3555912636,45006.1747754532,51 to 100,Post 1999,Council/Housing Association,7,detached,East of England,England,5 or more
883,22936.446381933,33457.4859379012,Over 250,1919 to 1944,Unknown,5,end terrace,West Midlands,England,5 or more
884,11290.4100110897,29224.8100286829,151 to 200,1965 to 1983,Owner-occupied,4,purpose built flat,South East,England,2
885,9014.45686525605,36254.524712917,50 or less,Pre 1919,Privately rented,5,end terrace,North East,England,1
886,26035.4559691868,57273.0068276416,Over 250,1984 to 1992,Privately rented,5,unknown,London,England,4
887,15656.7766165682,48358.7537996778,51 to 100,1919 to 1944,Privately rented,4,end terrace,South East,England,5 or more
888,15471.6467658917,37721.1082055124,51 to 100,1984 to 1992,Unknown,5,purpose built flat,North East,England,3
889,14988.7175043263,31772.6118829936,Over 250,1965 to 1983,Unknown,6,purpose built flat,East of England,England,5 or more
890,20750.6848572854,43704.9819535929,151 to 200,1945 to 1964,Unknown,5,unknown,South West,England,1
891,13828.4139472679,30223.0476109564,101 to 150,1984 to 1992,Owner-occupied,6,purpose built flat,North East,England,2
892,20987.9339208752,30296.9504024403,50 or less,Post 1999,Unknown,6,detached,East Midlands,England,2
893,13702.6482348119,40406.0558577196,50 or less,Post 1999,Council/Housing Association,5,converted flat,North East,England,2
894,16850.3860318227,42103.7247550796,201 to 250,1984 to 1992,Privately rented,3,mid terraced,East Midlands,England,1
895,10179.0432888212,40837.7209846933,51 to 100,Pre 1919,Owner-occupied,3,converted flat,South East,England,2
896,15397.5865511858,49767.7773338526,51 to 100,Post 1999,Owner-occupied,4,semi-detached,East of England,England,2
897,19864.4320685827,52338.1653628247,Over 250,1945 to 1964,Council/Housing Association,5,end terrace,Wales,Wales,5 or more
898,13953.3457967186,40138.648468836,Over 250,1919 to 1944,Owner-occupied,6,mid terraced,South East,England,4
899,20222.2296344216,38583.1754799171,51 to 100,Post 1999,Council/Housing Association,4,converted flat,North East,England,1
900,26483.1958698852,,Over 250,1993 to 1999,Unknown,7,detached,East Midlands,England,2
901,18746.0005336318,33609.2806879607,Over 250,1919 to 1944,Council/Housing Association,4,mid terraced,South East,England,4
902,13581.0622563306,25089.9206372981,Over 250,1984 to 1992,Privately rented,4,semi-detached,York and Humber,England,3
903,15077.3959955802,30218.5017039328,50 or less,1984 to 1992,Privately rented,4,end terrace,London,England,1
904,12780.7067838908,37343.6549636578,50 or less,1965 to 1983,Privately rented,4,bungalow,Wales,Wales,2
905,24107.1926880145,46339.976358493,51 to 100,Post 1999,Unknown,5,purpose built flat,East of England,England,2
906,1831.23423906543,9562.2054192018,151 to 200,Pre 1919,Privately rented,6,bungalow,Unknown,Unknown,4
907,15011.1361050161,44999.8608142254,51 to 100,1984 to 1992,Privately rented,4,detached,South East,England,1
908,15137.448251501,45998.8766433114,Over 250,1984 to 1992,Privately rented,5,purpose built flat,North West,England,3
909,15587.6185416245,48233.4959645842,50 or less,1945 to 1964,Privately rented,4,converted flat,East Midlands,England,2
910,7907.28528253856,15366.5122282159,201 to 250,1984 to 1992,Privately rented,6,end terrace,West Midlands,England,2
911,15595.8829535279,30512.1242886786,Over 250,Post 1999,Privately rented,4,purpose built flat,London,England,1
912,15472.9293160794,30425.9613512629,151 to 200,1919 to 1944,Council/Housing Association,4,purpose built flat,East Midlands,England,1
913,20116.6689361919,34601.7077274024,51 to 100,1984 to 1992,Owner-occupied,5,purpose built flat,South West,England,4
914,16928.7965777942,30406.5068621885,Over 250,1965 to 1983,Council/Housing Association,6,converted flat,York and Humber,England,2
915,19495.0920283769,32974.5280402707,151 to 200,1984 to 1992,Privately rented,5,end terrace,North West,England,5 or more
916,10508.2025967732,20292.9657255254,51 to 100,Pre 1919,Unknown,5,purpose built flat,North West,England,3
917,14121.5075059501,27660.4350394339,Over 250,1919 to 1944,Owner-occupied,5,purpose built flat,North East,England,5 or more
918,15489.7851591382,31167.2620743202,101 to 150,1919 to 1944,Unknown,3,end terrace,West Midlands,England,1
919,15840.192875735,36423.8192203728,201 to 250,Pre 1919,Owner-occupied,5,mid terraced,London,England,4
920,11650.6641476219,36159.0756899936,201 to 250,1984 to 1992,Owner-occupied,6,end terrace,East Midlands,England,4
921,21073.3797346556,48720.7655693388,Over 250,1919 to 1944,Owner-occupied,5,converted flat,South East,England,2
922,12006.0455303812,23355.494207056,50 or less,1945 to 1964,Unknown,4,bungalow,Wales,Wales,4
923,7661.60294722498,26967.6417762188,Over 250,Pre 1919,Owner-occupied,4,converted flat,North East,England,2
924,16405.9805842958,57013.1439945015,Over 250,Post 1999,Unknown,5,mid terraced,London,England,2
925,17541.1688967768,31967.5574519903,50 or less,1919 to 1944,Owner-occupied,6,converted flat,North East,England,5 or more
926,18753.6832542228,44405.2030150061,51 to 100,1984 to 1992,Owner-occupied,4,end terrace,West Midlands,England,3
927,10557.7733200755,22886.9081607938,51 to 100,Pre 1919,Owner-occupied,4,purpose built flat,East of England,England,2
928,13583.6543042753,42358.0665585391,50 or less,Pre 1919,Unknown,6,converted flat,North East,England,4
929,8901.20812985458,32889.4533427068,51 to 100,Pre 1919,Privately rented,4,end terrace,South West,England,1
930,18321.624743425,,51 to 100,Post 1999,Unknown,7,detached,Wales,Wales,2
931,16166.9411494288,44522.7096279853,101 to 150,1984 to 1992,Privately rented,5,end terrace,South West,England,2
932,18623.9094335503,47876.3938902087,51 to 100,1945 to 1964,Owner-occupied,5,detached,South West,England,5 or more
933,17297.6779439616,44305.1010102178,50 or less,Pre 1919,Unknown,5,mid terraced,York and Humber,England,2
934,12027.3659024651,4978.78491811329,51 to 100,1965 to 1983,Council/Housing Association,6,end terrace,York and Humber,England,5 or more
935,15438.5050910496,35565.2275729271,Over 250,1984 to 1992,Owner-occupied,6,detached,West Midlands,England,4
936,6385.89860091452,39529.1354422654,50 or less,Pre 1919,Unknown,4,converted flat,South West,England,2
937,16840.8387259625,33996.1834882599,51 to 100,1945 to 1964,Owner-occupied,5,purpose built flat,London,England,2
938,18862.612647653,31431.7541273818,Over 250,1993 to 1999,Council/Housing Association,5,mid terraced,East Midlands,England,3
939,10864.9863971583,28276.6028838557,Over 250,1984 to 1992,Council/Housing Association,5,converted flat,York and Humber,England,5 or more
940,5400.05058990869,2059.78973306161,50 or less,1945 to 1964,Owner-occupied,4,end terrace,North West,England,5 or more
941,8057.98900944372,16315.4845613363,Over 250,1945 to 1964,Owner-occupied,5,converted flat,West Midlands,England,5 or more
942,9834.58391720753,27892.7387141155,50 or less,1965 to 1983,Unknown,6,purpose built flat,West Midlands,England,4
943,20042.7314591723,46558.6599675653,Over 250,1984 to 1992,Council/Housing Association,4,detached,South West,England,2
944,14674.5303776125,35454.4141756792,50 or less,1984 to 1992,Owner-occupied,5,semi-detached,York and Humber,England,2
945,9293.92977505111,34172.4455781992,Over 250,Pre 1919,Council/Housing Association,4,bungalow,York and Humber,England,1
946,17068.5507994657,26172.1386918435,Over 250,Post 1999,Owner-occupied,6,purpose built flat,South West,England,5 or more
947,5196.83412510444,38037.2872956001,151 to 200,1965 to 1983,Unknown,4,end terrace,East Midlands,England,5 or more
948,13589.1950362106,43532.8069488435,Over 250,1984 to 1992,Owner-occupied,4,purpose built flat,South East,England,4
949,19483.7669470096,43971.04497686,Over 250,1984 to 1992,Unknown,6,purpose built flat,North West,England,5 or more
950,13179.7512544308,30379.5526714675,51 to 100,1965 to 1983,Owner-occupied,6,detached,Wales,Wales,5 or more
951,20321.198503484,47077.6997072752,51 to 100,1945 to 1964,Owner-occupied,5,semi-detached,South East,England,2
952,22442.4901717289,35312.8531700781,Over 250,Post 1999,Council/Housing Association,7,detached,West Midlands,England,5 or more
953,9595.26087121536,20262.1651197165,51 to 100,1945 to 1964,Council/Housing Association,6,end terrace,South East,England,5 or more
954,9662.62121781345,7698.12430715987,201 to 250,1945 to 1964,Owner-occupied,5,converted flat,Unknown,Unknown,5 or more
955,10695.8733233782,31360.9553544527,51 to 100,1984 to 1992,Unknown,5,purpose built flat,South West,England,5 or more
956,16954.7165291547,14082.07309589,50 or less,Pre 1919,Owner-occupied,6,end terrace,North West,England,5 or more
957,18281.2113584925,36789.46341076,101 to 150,1965 to 1983,Privately rented,5,purpose built flat,West Midlands,England,3
958,19901.9039272054,42737.988910082,Over 250,1984 to 1992,Council/Housing Association,5,mid terraced,West Midlands,England,5 or more
959,20296.0883457047,46378.7546215173,51 to 100,1965 to 1983,Privately rented,6,converted flat,York and Humber,England,2
960,19323.1284130125,47598.8090985309,Over 250,1965 to 1983,Owner-occupied,5,unknown,South East,England,5 or more
961,18734.929982912,43216.9362564116,51 to 100,1919 to 1944,Owner-occupied,6,unknown,London,England,2
962,15370.0235202454,26111.6504122335,101 to 150,1919 to 1944,Privately rented,5,end terrace,North West,England,4
963,10809.7946197266,37994.9290607416,50 or less,1919 to 1944,Council/Housing Association,5,converted flat,West Midlands,England,1
964,11511.8059337819,30947.4082394209,Over 250,1919 to 1944,Unknown,5,mid terraced,South West,England,5 or more
965,16426.3247862334,17753.1180055523,151 to 200,Post 1999,Council/Housing Association,5,bungalow,North East,England,4
966,21960.958379527,39576.1790073369,Over 250,Post 1999,Privately rented,6,purpose built flat,South East,England,2
967,22058.3376995819,24051.5652608318,101 to 150,Post 1999,Owner-occupied,6,mid terraced,South West,England,4
968,6311.10690284471,15388.6423924165,50 or less,1984 to 1992,Council/Housing Association,5,purpose built flat,North East,England,5 or more
969,11046.2727553846,24106.0610335273,50 or less,1984 to 1992,Owner-occupied,6,end terrace,East Midlands,England,5 or more
970,20813.5410631397,34018.7202897705,50 or less,1993 to 1999,Unknown,5,purpose built flat,North East,England,5 or more
971,10046.0389885448,37586.8370974223,50 or less,Pre 1919,Privately rented,4,converted flat,South East,England,1
972,7663.55678273288,25960.7652698549,51 to 100,1919 to 1944,Owner-occupied,3,mid terraced,North West,England,1
973,17259.0412626005,27249.1128830064,51 to 100,Post 1999,Unknown,6,end terrace,North West,England,4
974,22173.0588789513,34917.8122204914,51 to 100,Post 1999,Council/Housing Association,6,converted flat,West Midlands,England,4
975,23048.116821586,36323.6995938134,Over 250,1993 to 1999,Privately rented,6,detached,Wales,Wales,4
976,16968.5229500727,37486.7025894114,51 to 100,1965 to 1983,Privately rented,7,end terrace,East of England,England,5 or more
977,17781.2184204314,41571.4489313549,201 to 250,Post 1999,Privately rented,5,purpose built flat,East Midlands,England,5 or more
978,17090.3372419657,31905.4137867899,50 or less,Pre 1919,Owner-occupied,3,purpose built flat,York and Humber,England,2
979,14580.7901964863,30202.1342306793,50 or less,Pre 1919,Unknown,6,purpose built flat,North West,England,3
980,41.5122887439611,23919.3915281866,201 to 250,1919 to 1944,Unknown,4,unknown,York and Humber,England,1
981,17958.3600465871,28568.5708578089,201 to 250,1965 to 1983,Unknown,5,unknown,North West,England,4
982,12966.0782655851,30281.4007478553,51 to 100,Post 1999,Owner-occupied,7,end terrace,West Midlands,England,5 or more
983,19037.4096111895,36426.7631967936,51 to 100,Post 1999,Privately rented,4,converted flat,Unknown,Unknown,2
984,11941.8635134087,23622.4204150905,51 to 100,1965 to 1983,Owner-occupied,4,converted flat,York and Humber,England,4
985,7572.04402158731,20315.0659107231,50 or less,1919 to 1944,Council/Housing Association,5,bungalow,North West,England,2
986,20059.6470297209,35890.6984222548,50 or less,1919 to 1944,Privately rented,4,purpose built flat,East Midlands,England,2
987,15445.3423961146,25979.9386559841,151 to 200,Post 1999,Privately rented,4,detached,South West,England,1
988,29816.7015738754,47467.9095912045,51 to 100,1984 to 1992,Privately rented,6,unknown,North East,England,2
989,18629.3275117945,25425.9969253483,Over 250,1984 to 1992,Owner-occupied,5,detached,West Midlands,England,1
990,19206.9363548439,41439.2238050102,50 or less,1984 to 1992,Council/Housing Association,4,semi-detached,South East,England,2
991,17971.3398173484,32324.1216771688,201 to 250,1919 to 1944,Council/Housing Association,6,purpose built flat,South East,England,4
992,12045.7450415189,38354.0040469419,101 to 150,1965 to 1983,Privately rented,4,mid terraced,North East,England,2
993,-434,35862.8892285919,51 to 100,1919 to 1944,Privately rented,6,bungalow,York and Humber,England,2
994,19256.8880245317,33182.2378759982,151 to 200,1965 to 1983,Owner-occupied,5,bungalow,East of England,England,3
995,19236.5547455996,34701.6867229195,Over 250,1984 to 1992,Council/Housing Association,4,purpose built flat,South East,England,5 or more
996,17186.8305749489,41639.908094362,50 or less,Post 1999,Privately rented,3,unknown,South East,England,2
997,10383.144369841,36125.5838992517,51 to 100,Post 1999,Owner-occupied,6,detached,York and Humber,England,2
998,21962.8291077266,45096.9711193878,Over 250,1965 to 1983,Council/Housing Association,7,purpose built flat,North East,England,5 or more
999,8735.77100272874,30694.3160382299,51 to 100,1984 to 1992,Owner-occupied,5,end terrace,North West,England,4
1000,12783.4750187188,14950.7818581559,201 to 250,1965 to 1983,Unknown,6,end terrace,Wales,Wales,4
1001,24739.3276752291,44484.816982357,151 to 200,1984 to 1992,Council/Housing Association,6,semi-detached,North West,England,3
1002,16932.6876273203,22424.4825483618,151 to 200,1919 to 1944,Council/Housing Association,4,purpose built flat,South East,England,4
1003,18869.8084341374,38304.6183411901,201 to 250,1919 to 1944,Privately rented,5,detached,York and Humber,England,5 or more
1004,16294.0275155655,28883.4672078274,51 to 100,1965 to 1983,Privately rented,7,mid terraced,North West,England,2
1005,10340.3515721094,28221.3185465617,51 to 100,1993 to 1999,Owner-occupied,5,bungalow,South East,England,4
1006,12067.8556262219,19869.2105954007,101 to 150,1945 to 1964,Council/Housing Association,5,end terrace,South West,England,5 or more
1007,15375.2972985217,32620.1703231991,Over 250,1965 to 1983,Unknown,4,detached,East of England,England,5 or more
1008,1963.0934294387,35174.6013784598,51 to 100,Pre 1919,Unknown,5,end terrace,South East,England,4
1009,10983.3012206172,46908.1842330988,50 or less,Pre 1919,Privately rented,4,end terrace,North West,England,3
1010,18121.1115998192,13585.4493395008,201 to 250,1965 to 1983,Unknown,6,end terrace,Wales,Wales,4
1011,13367.3729352383,16709.291956368,151 to 200,1919 to 1944,Owner-occupied,6,mid terraced,North West,England,4
1012,13431.9145923672,18956.0234529993,101 to 150,1984 to 1992,Privately rented,6,purpose built flat,South East,England,3
1013,18431.6143979659,25227.9404688062,201 to 250,1984 to 1992,Privately rented,5,mid terraced,South East,England,2
1014,12300.6871670072,50574.9570799736,Over 250,1945 to 1964,Privately rented,4,converted flat,North West,England,5 or more
1015,17387.2124849284,45631.0306231511,50 or less,1984 to 1992,Privately rented,4,end terrace,Wales,Wales,5 or more
1016,8493.83092492272,26365.0639953738,50 or less,1965 to 1983,Privately rented,3,end terrace,London,England,4
1017,9339.87234916783,37398.471094,51 to 100,1919 to 1944,Privately rented,3,end terrace,North West,England,2
1018,7402.51827137784,47463.2076104804,Over 250,1984 to 1992,Council/Housing Association,5,converted flat,Wales,Wales,4
1019,15028.1281566062,,Over 250,1984 to 1992,Owner-occupied,7,semi-detached,North West,England,5 or more
1020,13768.0947655772,49180.1370286493,51 to 100,1984 to 1992,Privately rented,6,purpose built flat,North East,England,3
1021,20911.3953632972,28871.6929988088,Over 250,1919 to 1944,Unknown,5,bungalow,North West,England,2
1022,14479.4389580293,23183.1080573057,Over 250,1945 to 1964,Council/Housing Association,6,detached,South West,England,4
1023,20531.5977306739,49214.6592875334,50 or less,1919 to 1944,Unknown,4,end terrace,North West,England,2
1024,23095.1129120511,50088.6598603799,51 to 100,1965 to 1983,Unknown,4,mid terraced,South East,England,2
1025,12530.2144475016,39499.2106046753,50 or less,1945 to 1964,Council/Housing Association,5,detached,East of England,England,5 or more
1026,16343.858155483,39654.6318165979,50 or less,Pre 1919,Unknown,6,semi-detached,York and Humber,England,2
1027,10999.0772206491,25446.9876929072,151 to 200,Pre 1919,Unknown,4,end terrace,North West,England,1
1028,17859.8003050291,45480.1165172514,Over 250,Post 1999,Privately rented,6,purpose built flat,Wales,Wales,2
1029,9980.17568887003,46127.4025325301,Over 250,1945 to 1964,Owner-occupied,5,end terrace,North East,England,4
1030,10209.2686226343,40678.6493064474,50 or less,1919 to 1944,Unknown,7,purpose built flat,South West,England,5 or more
